i,Province_State,Confirmed,Deaths,FIPS,Mortality_Rate,Date
1516,Oregon,21010,355,41,1.689671585,8/8/20
1517,Pennsylvania,122665,7310,42,5.959320099,8/8/20
1518,Rhode Island,19738,1014,44,5.137298612,8/8/20
1519,South Carolina,99460,2007,45,2.017896642,8/8/20
1520,South Dakota,9477,146,46,1.540571911,8/8/20
1521,Tennessee,120585,1215,47,1.007588008,8/8/20
1522,Texas,499625,9062,48,1.820220565,8/8/20
1523,Utah,43751,335,49,0.765696784,8/8/20
1524,Vermont,1454,58,50,3.988995873,8/8/20
1525,Virginia,99189,2322,51,2.340985392,8/8/20
1526,Washington,62523,1688,53,2.699806471,8/8/20
1527,West Virginia,7563,131,54,1.732116885,8/8/20
1528,Wisconsin,59933,996,55,1.661855739,8/8/20
1529,Wyoming,3015,28,56,0.928689884,8/8/20
1530,Alabama,5404,183,1,3.441790483,4/21/20
1531,Alaska,329,9,2,2.73556231,4/21/20
1532,Arizona,5256,208,4,3.95738204,4/21/20
1533,Arkansas,1990,42,5,2.110552764,4/21/20
1534,California,35465,1282,6,3.614831524,4/21/20
1535,Colorado,10473,483,8,4.611859066,4/21/20
1536,Connecticut,20360,1423,9,6.989194499,4/21/20
1537,Delaware,2931,82,10,2.797679973,4/21/20
1538,District of Columbia,3098,112,11,3.615235636,4/21/20
1539,Florida,27869,867,12,3.11098353,4/21/20
1540,Georgia,19881,798,13,4.013882601,4/21/20
1541,Hawaii,586,10,15,1.706484642,4/21/20
1542,Idaho,1736,48,16,2.764976959,4/21/20
1543,Illinois,33059,1468,17,4.440545691,4/21/20
1544,Indiana,12097,635,18,5.249235348,4/21/20
1545,Iowa,3641,83,19,2.279593518,4/21/20
1546,Kansas,2164,109,20,5.036968577,4/21/20
1547,Kentucky,3204,171,21,5.337078652,4/21/20
1548,Louisiana,24854,1405,22,5.653013599,4/21/20
1549,Maine,888,36,23,4.054054054,4/21/20
1550,Maryland,14193,652,24,4.593813852,4/21/20
1551,Massachusetts,41199,1961,25,4.759824268,4/21/20
1552,Michigan,32667,2575,26,7.882572627,4/21/20
1553,Minnesota,2567,160,27,6.232956759,4/21/20
1554,Mississippi,4716,183,28,3.880407125,4/21/20
1555,Missouri,6066,224,29,3.692713485,4/21/20
1556,Montana,437,12,30,2.745995423,4/21/20
1557,Nebraska,1685,33,31,1.958456973,4/21/20
1558,Nevada,3937,163,32,4.14020828,4/21/20
1559,New Hampshire,1490,42,33,2.818791946,4/21/20
1560,New Jersey,92387,4753,34,5.14466321,4/21/20
1561,New Mexico,1971,58,35,2.942668696,4/21/20
1562,New York,258361,19104,36,7.394304868,4/21/20
1563,North Carolina,7134,245,37,3.434258481,4/21/20
1564,North Dakota,644,13,38,2.01863354,4/21/20
1565,Ohio,13725,557,39,4.058287796,4/21/20
1566,Oklahoma,2807,164,40,5.842536516,4/21/20
1567,Oregon,2004,78,41,3.892215569,4/21/20
1568,Pennsylvania,35249,1614,42,4.578853301,4/21/20
1569,Rhode Island,5500,171,44,3.109090909,4/21/20
1570,South Carolina,4439,124,45,2.793421942,4/21/20
1571,South Dakota,1755,8,46,0.455840456,4/21/20
1572,Tennessee,7394,157,47,2.123343251,4/21/20
1573,Texas,20688,534,48,2.590648391,4/21/20
1574,Utah,3297,32,49,0.970579315,4/21/20
1575,Vermont,818,40,50,4.88997555,4/21/20
1576,Virginia,9630,324,51,3.364485981,4/21/20
1577,Washington,12392,664,53,5.285361777,4/21/20
1578,West Virginia,908,26,54,2.863436123,4/21/20
1579,Wisconsin,4625,244,55,5.275675676,4/21/20
1580,Wyoming,443,2,56,0.451467269,4/21/20
1581,Alabama,5163,163,1,3.209293168,4/20/20
1582,Alaska,321,9,2,2.803738318,4/20/20
1583,Arizona,5068,191,4,3.768745067,4/20/20
1584,Arkansas,1973,41,5,2.078053725,4/20/20
1585,California,33686,1225,6,3.63652556,4/20/20
1586,Colorado,9730,420,8,4.316546763,4/20/20
1587,Connecticut,19815,1331,9,6.717133485,4/20/20
1588,Delaware,2745,72,10,2.62295082,4/20/20
1589,District of Columbia,2927,105,11,3.587290741,4/20/20
1590,Florida,27059,822,12,3.037806275,4/20/20
1591,Georgia,19407,775,13,3.993404442,4/20/20
1592,Hawaii,584,10,15,1.712328767,4/20/20
1593,Idaho,1672,45,16,2.69138756,4/20/20
1594,Illinois,31513,1349,17,4.280773014,4/20/20
1595,Indiana,11688,577,18,4.936687201,4/20/20
1596,Iowa,3159,79,19,2.50079139,4/20/20
1597,Kansas,2048,102,20,4.98046875,4/20/20
1598,Kentucky,3050,154,21,5.049180328,4/20/20
1599,Louisiana,24523,1328,22,5.415324389,4/20/20
1600,Maine,875,35,23,4,4/20/20
1601,Maryland,13684,582,24,4.253142356,4/20/20
1602,Massachusetts,38077,1706,25,4.480394989,4/20/20
1603,Michigan,32000,2468,26,7.7125,4/20/20
1604,Minnesota,2470,143,27,5.789473684,4/20/20
1605,Mississippi,4512,169,28,3.745567376,4/20/20
1606,Missouri,5890,200,29,3.395585739,4/20/20
1607,Montana,433,10,30,2.309468822,4/20/20
1608,Nebraska,1648,33,31,2.002427184,4/20/20
1609,Nevada,3830,159,32,4.151436031,4/20/20
1610,New Hampshire,1447,42,33,2.902557015,4/20/20
1611,New Jersey,88722,4496,34,5.067514258,4/20/20
1612,New Mexico,1971,58,35,2.942668696,4/20/20
1613,New York,253060,18611,36,7.35438236,4/20/20
1614,North Carolina,6895,218,37,3.161711385,4/20/20
1615,North Dakota,627,9,38,1.435406699,4/20/20
1616,Ohio,12919,509,39,3.939933431,4/20/20
1617,Oklahoma,2680,143,40,5.335820896,4/20/20
1618,Oregon,1957,75,41,3.832396525,4/20/20
1619,Pennsylvania,33914,1348,42,3.974759686,4/20/20
1620,Rhode Island,5090,155,44,3.04518664,4/20/20
1621,South Carolina,4446,123,45,2.766531714,4/20/20
1622,South Dakota,1685,7,46,0.415430267,4/20/20
1623,Tennessee,7238,152,47,2.100027632,4/20/20
1624,Texas,19756,507,48,2.566958635,4/20/20
1625,Utah,3213,28,49,0.871459695,4/20/20
1626,Vermont,816,38,50,4.656862745,4/20/20
1627,Virginia,8990,300,51,3.337041157,4/20/20
1628,Washington,12114,643,53,5.307908205,4/20/20
1629,West Virginia,902,24,54,2.66075388,4/20/20
1630,Wisconsin,4499,230,55,5.112247166,4/20/20
1631,Wyoming,317,2,56,0.630914826,4/20/20
1632,Alabama,188775,2911,1,1.550829489,10/28/20
1633,Alaska,15155,71,2,0.468492247,10/28/20
1634,Arizona,241165,5905,4,2.448531089,10/28/20
1635,Arkansas,108640,1875,5,1.725883652,10/28/20
1636,California,919276,17529,6,1.906826677,10/28/20
1637,Colorado,100208,2249,8,2.244847033,10/28/20
1638,Connecticut,69127,4604,9,6.66020513,10/28/20
1639,Delaware,24392,688,10,2.820596917,10/28/20
1640,District of Columbia,16973,644,11,3.794261474,10/28/20
1641,Florida,790426,16571,12,2.096464438,10/28/20
1642,Georgia,355025,7876,13,2.218435321,10/28/20
1643,Hawaii,14834,213,15,1.435890522,10/28/20
1644,Idaho,61785,599,16,0.969490977,10/28/20
1645,Illinois,393797,9889,17,2.511192315,10/28/20
1646,Indiana,169112,4227,18,2.499526941,10/28/20
1647,Iowa,120635,1691,19,1.401749078,10/28/20
1648,Kansas,83685,1007,20,1.26312336,10/28/20
1649,Kentucky,101494,1442,21,1.420773642,10/28/20
1650,Louisiana,181443,5890,22,3.246198531,10/28/20
1651,Maine,6386,146,23,2.286251174,10/28/20
1652,Maryland,142425,4115,24,2.889239951,10/28/20
1653,Massachusetts,154218,9924,25,6.435046493,10/28/20
1654,Michigan,185934,7606,26,4.09069885,10/28/20
1655,Minnesota,139444,2440,27,1.749806374,10/28/20
1656,Mississippi,117617,3302,28,2.807417295,10/28/20
1657,Missouri,177319,2884,29,1.62644725,10/28/20
1658,Montana,29966,325,30,1.084562504,10/28/20
1659,Nebraska,66545,628,31,0.943722293,10/28/20
1660,Nevada,97479,1766,32,1.80756881,10/28/20
1661,New Hampshire,10641,478,33,4.492059017,10/28/20
1662,New Jersey,232997,16324,34,7.006098791,10/28/20
1663,New Mexico,43826,991,35,2.261214804,10/28/20
1664,New York,500677,33675,36,6.677958045,10/28/20
1665,North Carolina,266136,4245,37,1.595049148,10/28/20
1666,North Dakota,39907,488,38,1.22284311,10/28/20
1667,Ohio,205347,5256,39,2.559569899,10/28/20
1668,Oklahoma,119152,1286,40,1.079293675,10/28/20
1669,Oregon,43228,671,41,1.552234663,10/28/20
1670,Pennsylvania,205852,8707,42,4.22973787,10/28/20
1671,Rhode Island,31944,1192,44,3.731530178,10/28/20
1672,South Carolina,173491,3876,45,2.234121655,10/28/20
1673,South Dakota,42000,384,46,0.914285714,10/28/20
1674,Tennessee,254220,3241,47,1.274880025,10/28/20
1675,Texas,920410,18159,48,1.991807728,10/28/20
1676,Utah,108803,588,49,0.540426275,10/28/20
1677,Vermont,2120,58,50,2.735849057,10/28/20
1678,Virginia,176754,3616,51,2.045781142,10/28/20
1679,Washington,104743,2353,53,2.246450837,10/28/20
1680,West Virginia,23067,438,54,1.898816491,10/28/20
1681,Wisconsin,221559,1897,55,0.902791658,10/28/20
1682,Wyoming,12146,77,56,0.633953565,10/28/20
1683,Alabama,190113,2914,1,1.540584407,10/29/20
1684,Alaska,15522,77,2,0.496070094,10/29/20
1685,Arizona,242480,5918,4,2.440613659,10/29/20
1686,Arkansas,109712,1894,5,1.726338049,10/29/20
1687,California,923648,17559,6,1.901048884,10/29/20
1688,Colorado,102014,2268,8,2.223725623,10/29/20
1689,Connecticut,70446,4609,9,6.542600006,10/29/20
1690,Delaware,24553,689,10,2.806174398,10/29/20
1691,District of Columbia,17074,645,11,3.777673656,10/29/20
1692,Florida,794624,16648,12,2.09507893,10/29/20
1693,Georgia,356848,7923,13,2.220273057,10/29/20
1694,Hawaii,14911,215,15,1.441888539,10/29/20
1695,Idaho,62746,615,16,0.98014216,10/29/20
1696,Illinois,400159,9945,17,2.485262108,10/29/20
1697,Indiana,172730,4260,18,2.466276848,10/29/20
1698,Iowa,122950,1705,19,1.386742578,10/29/20
1699,Kansas,86438,1008,20,1.257861635,10/29/20
1700,Kentucky,103305,1461,21,1.414258748,10/29/20
1701,Louisiana,181837,5908,22,3.249063722,10/29/20
1702,Maine,6466,146,23,2.257964739,10/29/20
1703,Maryland,143387,4127,24,2.878224665,10/29/20
1704,Massachusetts,155564,9951,25,6.396724178,10/29/20
1705,Michigan,190043,7653,26,4.026983367,10/29/20
1706,Minnesota,142311,2472,27,1.737040707,10/29/20
1707,Mississippi,118587,3310,28,2.79119971,10/29/20
1708,Missouri,177707,2891,29,1.626835184,10/29/20
1709,Montana,30853,337,30,1.092276278,10/29/20
1710,Nebraska,68150,637,31,0.934702861,10/29/20
1711,Nevada,98552,1769,32,1.790932706,10/29/20
1712,New Hampshire,10768,482,33,4.476225854,10/29/20
1713,New Jersey,234547,16332,34,6.963209932,10/29/20
1714,New Mexico,44904,994,35,2.21361126,10/29/20
1715,New York,503176,33694,36,6.646580918,10/29/20
1716,North Carolina,269021,4283,37,1.592069021,10/29/20
1717,North Dakota,41130,499,38,1.213226355,10/29/20
1718,Ohio,208937,5275,39,2.524684474,10/29/20
1719,Oklahoma,120193,1306,40,1.086585741,10/29/20
1720,Oregon,43793,673,41,1.536775284,10/29/20
1721,Pennsylvania,208087,8743,42,4.201607981,10/29/20
1722,Rhode Island,32312,1195,44,3.698316415,10/29/20
1723,South Carolina,174591,3889,45,2.227491681,10/29/20
1724,South Dakota,43000,403,46,0.937209302,10/29/20
1725,Tennessee,256880,3263,47,1.270242915,10/29/20
1726,Texas,927366,18273,48,1.989287281,10/29/20
1727,Utah,110640,598,49,0.540491685,10/29/20
1728,Vermont,2141,58,50,2.709014479,10/29/20
1729,Virginia,178183,3636,51,2.04059871,10/29/20
1730,Washington,105557,2359,53,2.234811524,10/29/20
1731,West Virginia,23466,445,54,1.896360692,10/29/20
1732,Wisconsin,226704,1948,55,0.906067583,10/29/20
1733,Wyoming,12507,87,56,0.695610458,10/29/20
1734,Alabama,54781,1121,1,2.09192528,7/12/20
1735,Alaska,1479,17,2,1.149425287,7/12/20
1736,Arizona,122467,2237,4,1.826614517,7/12/20
1737,Arkansas,28367,321,5,1.131596573,7/12/20
1738,California,324543,7051,6,2.172593462,7/12/20
1739,Colorado,36913,1725,8,4.675430275,7/12/20
1740,Connecticut,47287,4348,9,9.19491615,7/12/20
1741,Delaware,12804,517,10,4.037800687,7/12/20
1742,District of Columbia,10847,568,11,5.236470914,7/12/20
1743,Florida,269811,4242,12,1.572211659,7/12/20
1744,Georgia,116935,3003,13,2.568093385,7/12/20
1745,Hawaii,1220,19,15,1.557377049,7/12/20
1746,Idaho,10903,102,16,0.935522333,7/12/20
1747,Illinois,155048,7388,17,4.764976007,7/12/20
1748,Indiana,51612,2760,18,5.347593583,7/12/20
1749,Iowa,35410,752,19,2.123693872,7/12/20
1750,Kansas,18981,297,20,1.564722617,7/12/20
1751,Kentucky,19389,625,21,3.223477229,7/12/20
1752,Louisiana,78122,3416,22,4.37264791,7/12/20
1753,Maine,3539,114,23,3.22124894,7/12/20
1754,Maryland,73109,3319,24,4.539796742,7/12/20
1755,Massachusetts,111597,8325,25,7.459877954,7/12/20
1756,Michigan,76776,6314,26,8.223924143,7/12/20
1757,Minnesota,42281,1540,27,3.642297959,7/12/20
1758,Mississippi,36287,1249,28,3.442004023,7/12/20
1759,Missouri,27880,1092,29,3.916786227,7/12/20
1760,Montana,1758,29,30,1.64960182,7/12/20
1761,Nebraska,21172,285,31,1.346117514,7/12/20
1762,Nevada,27683,593,32,2.142108875,7/12/20
1763,New Hampshire,6054,391,33,6.458539808,7/12/20
1764,New Jersey,175298,15525,34,8.856347477,7/12/20
1765,New Mexico,15028,545,35,3.626563748,7/12/20
1766,New York,401706,32350,36,8.053153301,7/12/20
1767,North Carolina,85771,1522,37,1.774492544,7/12/20
1768,North Dakota,4334,87,38,2.007383479,7/12/20
1769,Ohio,65592,3058,39,4.662153921,7/12/20
1770,Oklahoma,20235,422,40,2.085495429,7/12/20
1771,Oregon,12170,234,41,1.922760887,7/12/20
1772,Pennsylvania,99794,6904,42,6.918251598,7/12/20
1773,Rhode Island,17312,976,44,5.637707948,7/12/20
1774,South Carolina,56648,961,45,1.696441181,7/12/20
1775,South Dakota,7499,109,46,1.453527137,7/12/20
1776,Tennessee,61960,741,47,1.19593286,7/12/20
1777,Texas,262825,3223,48,1.223921267,7/12/20
1778,Utah,29484,215,49,0.729209063,7/12/20
1779,Vermont,1296,56,50,4.320987654,7/12/20
1780,Virginia,70670,1966,51,2.781944248,7/12/20
1781,Washington,40656,1438,53,3.53699331,7/12/20
1782,West Virginia,4244,96,54,2.262016965,7/12/20
1783,Wisconsin,36448,820,55,2.249780509,7/12/20
1784,Wyoming,1862,21,56,1.127819549,7/12/20
1785,Alabama,56168,1124,1,2.023584481,7/13/20
1786,Alaska,1539,17,2,1.104613385,7/13/20
1787,Arizona,123824,2246,4,1.81386484,7/13/20
1788,Arkansas,28939,323,5,1.116140848,7/13/20
1789,California,333357,7089,6,2.126549015,7/13/20
1790,Colorado,37236,1727,8,4.640227847,7/13/20
1791,Connecticut,47510,4371,9,9.200168386,7/13/20
1792,Delaware,12879,517,10,4.014286824,7/13/20
1793,District of Columbia,10906,568,11,5.208142307,7/13/20
1794,Florida,282435,4277,12,1.514330731,7/13/20
1795,Georgia,120572,3026,13,2.509703745,7/13/20
1796,Hawaii,1243,22,15,1.769911504,7/13/20
1797,Idaho,11404,102,16,0.894423009,7/13/20
1798,Illinois,155931,7394,17,4.741840942,7/13/20
1799,Indiana,52037,2762,18,5.307761785,7/13/20
1800,Iowa,35631,755,19,2.118941371,7/13/20
1801,Kansas,19645,298,20,1.516925426,7/13/20
1802,Kentucky,19653,629,21,3.200529181,7/13/20
1803,Louisiana,79827,3423,22,4.288022849,7/13/20
1804,Maine,3558,114,23,3.204047218,7/13/20
1805,Maryland,73527,3325,24,4.522148326,7/13/20
1806,Massachusetts,111827,8330,25,7.449006054,7/13/20
1807,Michigan,77198,6321,26,8.188035959,7/13/20
1808,Minnesota,42772,1542,27,3.605162256,7/13/20
1809,Mississippi,36680,1250,28,3.40785169,7/13/20
1810,Missouri,28289,1105,29,3.906111916,7/13/20
1811,Montana,1843,32,30,1.736299512,7/13/20
1812,Nebraska,21399,288,31,1.345857283,7/13/20
1813,Nevada,28515,593,32,2.079607224,7/13/20
1814,New Hampshire,6068,391,33,6.443638761,7/13/20
1815,New Jersey,175522,15560,34,8.864985586,7/13/20
1816,New Mexico,15291,548,35,3.583807468,7/13/20
1817,New York,402263,32395,36,8.053189083,7/13/20
1818,North Carolina,87669,1529,37,1.744060044,7/13/20
1819,North Dakota,4442,87,38,1.958577217,7/13/20
1820,Ohio,66853,3064,39,4.583189984,7/13/20
1821,Oklahoma,20746,424,40,2.043767473,7/13/20
1822,Oregon,12438,237,41,1.905451037,7/13/20
1823,Pennsylvania,100330,6911,42,6.888268713,7/13/20
1824,Rhode Island,17487,984,44,5.627037228,7/13/20
1825,South Carolina,58168,972,45,1.671021868,7/13/20
1826,South Dakota,7524,109,46,1.448697501,7/13/20
1827,Tennessee,65274,749,47,1.147470662,7/13/20
1828,Texas,269854,3285,48,1.214331784,7/13/20
1829,Utah,30030,216,49,0.719280719,7/13/20
1830,Vermont,1301,56,50,4.304381245,7/13/20
1831,Virginia,71642,1968,51,2.746991988,7/13/20
1832,Washington,41757,1399,53,3.53699331,7/13/20
1833,West Virginia,4313,97,54,2.249014607,7/13/20
1834,Wisconsin,36942,820,55,2.219695739,7/13/20
1835,Wyoming,1903,21,56,1.103520757,7/13/20
1836,Alabama,215843,3246,1,1.503870869,11/14/20
1837,Alaska,23153,98,2,0.423271282,11/14/20
1838,Arizona,273053,6300,4,2.307244381,11/14/20
1839,Arkansas,132166,2159,5,1.633551746,11/14/20
1840,California,1023067,18253,6,1.784145124,11/14/20
1841,Colorado,159234,2525,8,1.585716618,11/14/20
1842,Connecticut,88645,4737,9,5.343787016,11/14/20
1843,Delaware,28395,736,10,2.592005635,11/14/20
1844,District of Columbia,18814,658,11,3.497395557,11/14/20
1845,Florida,875096,17489,12,1.998523591,11/14/20
1846,Georgia,422905,8956,13,2.117733297,11/14/20
1847,Hawaii,16759,222,15,1.324661376,11/14/20
1848,Idaho,81317,759,16,0.933384163,11/14/20
1849,Illinois,562985,11088,17,1.969501852,11/14/20
1850,Indiana,244887,4888,18,1.996022655,11/14/20
1851,Iowa,183555,1985,19,1.081419738,11/14/20
1852,Kansas,117523,1256,20,1.007462369,11/14/20
1853,Kentucky,136137,1658,21,1.217890801,11/14/20
1854,Louisiana,201981,6121,22,3.030483065,11/14/20
1855,Maine,8791,163,23,1.854169037,11/14/20
1856,Maryland,164090,4293,24,2.616247181,11/14/20
1857,Massachusetts,186142,10293,25,5.529649407,11/14/20
1858,Michigan,275792,8376,26,3.037071416,11/14/20
1859,Minnesota,216028,2930,27,1.356305664,11/14/20
1860,Mississippi,133340,3540,28,2.654867257,11/14/20
1861,Missouri,243762,3387,29,1.389470057,11/14/20
1862,Montana,45886,514,30,1.120167371,11/14/20
1863,Nebraska,96834,779,31,0.804469505,11/14/20
1864,Nevada,119006,1908,32,1.603280507,11/14/20
1865,New Hampshire,14321,499,33,3.484393548,11/14/20
1866,New Jersey,274736,16548,34,6.023236853,11/14/20
1867,New Mexico,63171,1208,35,1.912269871,11/14/20
1868,New York,556551,34010,36,6.110850578,11/14/20
1869,North Carolina,309118,4756,37,1.538571031,11/14/20
1870,North Dakota,62872,726,38,1.154727065,11/14/20
1871,Ohio,290243,5714,39,1.968695197,11/14/20
1872,Oklahoma,150205,1516,40,1.009287307,11/14/20
1873,Oregon,56018,759,41,1.354921632,11/14/20
1874,Pennsylvania,264222,9252,42,3.501600926,11/14/20
1875,Rhode Island,41529,1254,44,3.019576681,11/14/20
1876,South Carolina,194014,4110,45,2.118403827,11/14/20
1877,South Dakota,64182,621,46,0.967560998,11/14/20
1878,Tennessee,305120,3877,47,1.270647614,11/14/20
1879,Texas,1065858,19911,48,1.892933953,11/14/20
1880,Utah,151141,710,49,0.469760025,11/14/20
1881,Vermont,2843,59,50,2.075272599,11/14/20
1882,Virginia,200799,3799,51,1.891941693,11/14/20
1883,Washington,127731,2519,53,1.972113269,11/14/20
1884,West Virginia,32792,574,54,1.750426933,11/14/20
1885,Wisconsin,323604,2739,55,0.846404865,11/14/20
1886,Wyoming,21881,144,56,0.658105205,11/14/20
1887,Alabama,217822,3248,1,1.491125782,11/15/20
1888,Alaska,23814,98,2,0.411522634,11/15/20
1889,Arizona,275436,6302,4,2.28800883,11/15/20
1890,Arkansas,133040,2183,5,1.640859892,11/15/20
1891,California,1032095,18262,6,1.769410762,11/15/20
1892,Colorado,163417,2546,8,1.557977444,11/15/20
1893,Connecticut,88645,4737,9,5.343787016,11/15/20
1894,Delaware,28803,736,10,2.55528938,11/15/20
1895,District of Columbia,18977,660,11,3.477894293,11/15/20
1896,Florida,885201,17518,12,1.978985564,11/15/20
1897,Georgia,424989,8957,13,2.107583961,11/15/20
1898,Hawaii,16759,222,15,1.324661376,11/15/20
1899,Idaho,82245,759,16,0.922852453,11/15/20
1900,Illinois,573616,11162,17,1.945901091,11/15/20
1901,Indiana,251597,4910,18,1.951533603,11/15/20
1902,Iowa,186314,1989,19,1.067552626,11/15/20
1903,Kansas,117564,1256,20,1.00711102,11/15/20
1904,Kentucky,137586,1661,21,1.207244923,11/15/20
1905,Louisiana,204513,6132,22,3.030483065,11/15/20
1906,Maine,8944,165,23,1.844812165,11/15/20
1907,Maryland,165930,4302,24,2.592659555,11/15/20
1908,Massachusetts,188275,10329,25,5.486124021,11/15/20
1909,Michigan,275792,8376,26,3.037071416,11/15/20
1910,Minnesota,223581,2961,27,1.324352248,11/15/20
1911,Mississippi,134309,3543,28,2.637946824,11/15/20
1912,Missouri,244541,3387,29,1.385043817,11/15/20
1913,Montana,47158,520,30,1.10267611,11/15/20
1914,Nebraska,98161,779,31,0.793594197,11/15/20
1915,Nevada,120183,1909,32,1.588411007,11/15/20
1916,New Hampshire,14682,499,33,3.398719521,11/15/20
1917,New Jersey,279274,16566,34,5.931808905,11/15/20
1918,New Mexico,64201,1215,35,1.892493886,11/15/20
1919,New York,560200,34032,36,6.074973224,11/15/20
1920,North Carolina,312235,4806,37,1.539225263,11/15/20
1921,North Dakota,63796,736,38,1.153677347,11/15/20
1922,Ohio,298096,5722,39,1.919515861,11/15/20
1923,Oklahoma,154128,1528,40,0.991383785,11/15/20
1924,Oregon,56880,761,41,1.33790436,11/15/20
1925,Pennsylvania,268696,9290,42,3.45743889,11/15/20
1926,Rhode Island,41529,1254,44,3.019576681,11/15/20
1927,South Carolina,195507,4112,45,2.1032495,11/15/20
1928,South Dakota,65381,644,46,0.984995641,11/15/20
1929,Tennessee,310937,3893,47,1.252022114,11/15/20
1930,Texas,1073590,19995,48,1.887420937,11/15/20
1931,Utah,153808,718,49,0.46681577,11/15/20
